scenario,series,alpha_rad_or_coefficient,value
Baseline-NN-MSE_mu_0.7,front,-0.05728643216080401,-1019.7815407374887
Baseline-NN-MSE_mu_0.7,front,-0.05527638190954773,-984.9410095149589
Baseline-NN-MSE_mu_0.7,front,-0.05326633165829145,-949.9568082499952
Baseline-NN-MSE_mu_0.7,front,-0.05125628140703517,-914.8408957524942
Baseline-NN-MSE_mu_0.7,front,-0.04924623115577889,-879.6047424304749
Baseline-NN-MSE_mu_0.7,front,-0.04723618090452261,-844.2593040994532
Baseline-NN-MSE_mu_0.7,front,-0.04522613065326633,-808.8149997041006
Baseline-NN-MSE_mu_0.7,front,-0.043216080402010054,-773.2816930522848
Baseline-NN-MSE_mu_0.7,front,-0.041206030150753775,-737.6686786305456
Baseline-NN-MSE_mu_0.7,front,-0.03919597989949747,-701.9846715395921
Baseline-NN-MSE_mu_0.7,front,-0.03718592964824119,-666.2378015587931
Baseline-NN-MSE_mu_0.7,front,-0.03517587939698491,-630.4356113201119
Baseline-NN-MSE_mu_0.7,front,-0.03316582914572863,-594.5850585447472
Baseline-NN-MSE_mu_0.7,front,-0.031155778894472352,-558.6925222699961
Baseline-NN-MSE_mu_0.7,front,-0.029145728643216073,-522.7638129697393
Baseline-NN-MSE_mu_0.7,front,-0.027135678391959794,-486.8041864495104
Baseline-NN-MSE_mu_0.7,front,-0.025125628140703515,-450.81836137643376
Baseline-NN-MSE_mu_0.7,front,-0.023115577889447236,-414.8105402854055
Baseline-NN-MSE_mu_0.7,front,-0.021105527638190957,-378.78443388574493
Baseline-NN-MSE_mu_0.7,front,-0.01909547738693468,-342.74328847713514
Baseline-NN-MSE_mu_0.7,front,-0.01708542713567837,-306.6899162699353
Baseline-NN-MSE_mu_0.7,front,-0.015075376884422093,-270.62672839281606
Baseline-NN-MSE_mu_0.7,front,-0.013065326633165814,-234.55577036004695
Baseline-NN-MSE_mu_0.7,front,-0.011055276381909535,-198.4787597615901
Baseline-NN-MSE_mu_0.7,front,-0.009045226130653256,-162.39712593126427
Baseline-NN-MSE_mu_0.7,front,-0.0070351758793969765,-126.31205134160095
Baseline-NN-MSE_mu_0.7,front,-0.0050251256281406975,-90.22451446848113
Baseline-NN-MSE_mu_0.7,front,-0.0030150753768844185,-54.13533386413561
Baseline-NN-MSE_mu_0.7,front,-0.0010050251256281395,-18.045213173530538
Baseline-NN-MSE_mu_0.7,front,0.0010050251256281395,18.045213173530538
Baseline-NN-MSE_mu_0.7,front,0.0030150753768844185,54.13533386413561
Baseline-NN-MSE_mu_0.7,front,0.005025125628140725,90.22451446848163
Baseline-NN-MSE_mu_0.7,front,0.007035175879397004,126.31205134160146
Baseline-NN-MSE_mu_0.7,front,0.009045226130653283,162.39712593126478
Baseline-NN-MSE_mu_0.7,front,0.011055276381909562,198.4787597615906
Baseline-NN-MSE_mu_0.7,front,0.013065326633165841,234.55577036004752
Baseline-NN-MSE_mu_0.7,front,0.01507537688442212,270.6267283928166
Baseline-NN-MSE_mu_0.7,front,0.0170854271356784,306.6899162699358
Baseline-NN-MSE_mu_0.7,front,0.01909547738693468,342.74328847713514
Baseline-NN-MSE_mu_0.7,front,0.021105527638190957,378.78443388574493
Baseline-NN-MSE_mu_0.7,front,0.023115577889447236,414.8105402854055
Baseline-NN-MSE_mu_0.7,front,0.025125628140703515,450.81836137643376
Baseline-NN-MSE_mu_0.7,front,0.027135678391959822,486.8041864495109
Baseline-NN-MSE_mu_0.7,front,0.0291457286432161,522.7638129697397
Baseline-NN-MSE_mu_0.7,front,0.03115577889447238,558.6925222699967
Baseline-NN-MSE_mu_0.7,front,0.03316582914572866,594.5850585447475
Baseline-NN-MSE_mu_0.7,front,0.03517587939698494,630.4356113201125
Baseline-NN-MSE_mu_0.7,front,0.03718592964824122,666.2378015587936
Baseline-NN-MSE_mu_0.7,front,0.039195979899497496,701.9846715395925
Baseline-NN-MSE_mu_0.7,front,0.041206030150753775,737.6686786305456
Baseline-NN-MSE_mu_0.7,front,0.043216080402010054,773.2816930522848
Baseline-NN-MSE_mu_0.7,front,0.04522613065326633,808.8149997041006
Baseline-NN-MSE_mu_0.7,front,0.04723618090452264,844.2593040994536
Baseline-NN-MSE_mu_0.7,front,0.04924623115577892,879.6047424304753
Baseline-NN-MSE_mu_0.7,front,0.0512562814070352,914.8408957524948
Baseline-NN-MSE_mu_0.7,front,0.05326633165829148,949.9568082499958
Baseline-NN-MSE_mu_0.7,front,0.055276381909547756,984.9410095149589
Baseline-NN-MSE_mu_0.7,front,0.057286432160804035,1019.7815407374892
Baseline-NN-MSE_mu_0.7,front,0.059296482412060314,1054.4659846773282
Baseline-NN-MSE_mu_0.7,front,0.06130653266331659,1088.9814992536453
Baseline-NN-MSE_mu_0.7,front,0.06331658291457287,1123.3148545597312
Baseline-NN-MSE_mu_0.7,front,0.06532663316582915,1157.4524730793328
Baseline-NN-MSE_mu_0.7,front,0.06733668341708543,1191.3804728526918
Baseline-NN-MSE_mu_0.7,front,0.06934673366834171,1225.0847133133632
Baseline-NN-MSE_mu_0.7,front,0.07135678391959799,1258.550843491942
Baseline-NN-MSE_mu_0.7,front,0.07336683417085427,1291.764352260341
Baseline-NN-MSE_mu_0.7,front,0.07537688442211055,1324.7106202705734
Baseline-NN-MSE_mu_0.7,front,0.07738693467336683,1357.374973225484
Baseline-NN-MSE_mu_0.7,front,0.07939698492462316,1389.7427361057878
Baseline-NN-MSE_mu_0.7,front,0.08140703517587944,1421.799287968412
Baseline-NN-MSE_mu_0.7,front,0.08341708542713572,1453.5301169256782
Baseline-NN-MSE_mu_0.7,front,0.085427135678392,1484.9208749134116
Baseline-NN-MSE_mu_0.7,front,0.08743718592964828,1515.9574318587893
Baseline-NN-MSE_mu_0.7,front,0.08944723618090455,1546.6259288655176
Baseline-NN-MSE_mu_0.7,front,0.09145728643216083,1576.9128300448338
Baseline-NN-MSE_mu_0.7,front,0.09346733668341711,1606.804972635621
Baseline-NN-MSE_mu_0.7,front,0.09547738693467339,1636.2896150754723
Baseline-NN-MSE_mu_0.7,front,0.09748743718592967,1665.3544827065919
Baseline-NN-MSE_mu_0.7,front,0.09949748743718595,1693.9878108255723
Baseline-NN-MSE_mu_0.7,front,0.10150753768844223,1722.1783848141217
Baseline-NN-MSE_mu_0.7,front,0.10351758793969851,1749.915577118149
Baseline-NN-MSE_mu_0.7,front,0.10552763819095479,1777.189380874957
Baseline-NN-MSE_mu_0.7,front,0.10753768844221107,1803.9904400220644
Baseline-NN-MSE_mu_0.7,front,0.10954773869346734,1830.310075755944
Baseline-NN-MSE_mu_0.7,front,0.11155778894472362,1856.1403092442395
Baseline-NN-MSE_mu_0.7,front,0.1135678391959799,1881.47388053027
Baseline-NN-MSE_mu_0.7,front,0.11557788944723618,1906.3042636034577
Baseline-NN-MSE_mu_0.7,front,0.11758793969849246,1930.6256776431878
Baseline-NN-MSE_mu_0.7,front,0.11959798994974874,1954.4330944761748
Baseline-NN-MSE_mu_0.7,front,0.12160804020100507,1977.7222423182764
Baseline-NN-MSE_mu_0.7,front,0.12361809045226135,2000.4896059004773
Baseline-NN-MSE_mu_0.7,front,0.12562814070351763,2022.732423105282
Baseline-NN-MSE_mu_0.7,front,0.1276381909547739,2044.4486782636384
Baseline-NN-MSE_mu_0.7,front,0.1296482412060302,2065.6370922837164
Baseline-NN-MSE_mu_0.7,front,0.13165829145728647,2086.297109801142
Baseline-NN-MSE_mu_0.7,front,0.13366834170854275,2106.428883555659
Baseline-NN-MSE_mu_0.7,front,0.13567839195979903,2126.033256211552
Baseline-NN-MSE_mu_0.7,front,0.1376884422110553,2145.111739848625
Baseline-NN-MSE_mu_0.7,front,0.13969849246231159,2163.6664933570464
Baseline-NN-MSE_mu_0.7,front,0.14170854271356786,2181.7002979731883
Baseline-NN-MSE_mu_0.7,front,0.14371859296482414,2199.216531194712
Baseline-NN-MSE_mu_0.7,front,0.14572864321608042,2216.219139311857
Baseline-NN-MSE_mu_0.7,front,0.1477386934673367,2232.7126087883134
Baseline-NN-MSE_mu_0.7,front,0.14974874371859298,2248.701936719428
Baseline-NN-MSE_mu_0.7,front,0.15175879396984926,2264.192600588047
Baseline-NN-MSE_mu_0.7,front,0.15376884422110554,2279.1905275292647
Baseline-NN-MSE_mu_0.7,front,0.15577889447236182,2293.702063304935
Baseline-NN-MSE_mu_0.7,front,0.1577889447236181,2307.7339411772987
Baseline-NN-MSE_mu_0.7,front,0.15979899497487438,2321.293250858656
Baseline-NN-MSE_mu_0.7,front,0.16180904522613065,2334.3874077009677
Baseline-NN-MSE_mu_0.7,front,0.16381909547738693,2347.0241222756863
Baseline-NN-MSE_mu_0.7,front,0.16582914572864327,2359.211370480367
Baseline-NN-MSE_mu_0.7,front,0.16783919597989955,2370.9573642946725
Baseline-NN-MSE_mu_0.7,front,0.16984924623115583,2382.2705232946264
Baseline-NN-MSE_mu_0.7,front,0.1718592964824121,2393.1594470203436
Baseline-NN-MSE_mu_0.7,front,0.17386934673366838,2403.6328882792604
Baseline-NN-MSE_mu_0.7,front,0.17587939698492466,2413.699727454095
Baseline-NN-MSE_mu_0.7,front,0.17788944723618094,2423.3689478725655
Baseline-NN-MSE_mu_0.7,front,0.17989949748743722,2432.649612284267
Baseline-NN-MSE_mu_0.7,front,0.1819095477386935,2441.550840479224
Baseline-NN-MSE_mu_0.7,front,0.18391959798994978,2450.081788072435
Baseline-NN-MSE_mu_0.7,front,0.18592964824120606,2458.2516264692836
Baseline-NN-MSE_mu_0.7,front,0.18793969849246234,2466.0695240180653
Baseline-NN-MSE_mu_0.7,front,0.18994974874371862,2473.5446283479573
Baseline-NN-MSE_mu_0.7,front,0.1919597989949749,2480.6860498836886
Baseline-NN-MSE_mu_0.7,front,0.19396984924623117,2487.5028465218015
Baseline-NN-MSE_mu_0.7,front,0.19597989949748745,2494.004009447782
Baseline-NN-MSE_mu_0.7,front,0.19798994974874373,2500.19845006846
Baseline-NN-MSE_mu_0.7,front,0.2,2506.09498802984
(nominal),rear,-0.2,-891.9832386694987
(nominal),rear,-0.19798994974874373,-891.9832386694987
(nominal),rear,-0.19597989949748745,-891.9832386694987
(nominal),rear,-0.19396984924623117,-891.9832386694987
(nominal),rear,-0.1919597989949749,-891.9832386694987
(nominal),rear,-0.18994974874371862,-891.9832386694987
(nominal),rear,-0.1879396984924623,-891.9832386694987
(nominal),rear,-0.18592964824120603,-891.9832386694987
(nominal),rear,-0.18391959798994975,-891.9832386694987
(nominal),rear,-0.18190954773869347,-891.9832386694987
(nominal),rear,-0.1798994974874372,-891.9832386694987
(nominal),rear,-0.17788944723618091,-891.9832386694987
(nominal),rear,-0.17587939698492464,-891.9832386694987
(nominal),rear,-0.17386934673366836,-891.9832386694987
(nominal),rear,-0.17185929648241208,-891.9832386694987
(nominal),rear,-0.1698492462311558,-891.9832386694987
(nominal),rear,-0.1678391959798995,-891.9832386694987
(nominal),rear,-0.1658291457286432,-891.9832386694987
(nominal),rear,-0.16381909547738693,-891.9832386694987
(nominal),rear,-0.16180904522613065,-891.9832386694987
(nominal),rear,-0.15979899497487438,-891.9832386694987
(nominal),rear,-0.1577889447236181,-891.9832386694987
(nominal),rear,-0.15577889447236182,-891.9832386694987
(nominal),rear,-0.15376884422110554,-891.9832386694987
(nominal),rear,-0.15175879396984926,-891.9832386694987
(nominal),rear,-0.14974874371859298,-891.9832386694987
(nominal),rear,-0.1477386934673367,-891.9832386694987
(nominal),rear,-0.14572864321608042,-891.9832386694987
(nominal),rear,-0.14371859296482414,-891.9832386694987
(nominal),rear,-0.14170854271356784,-891.9832386694987
(nominal),rear,-0.13969849246231156,-891.9832386694987
(nominal),rear,-0.13768844221105528,-891.9832386694987
(nominal),rear,-0.135678391959799,-891.9754125432357
(nominal),rear,-0.13366834170854272,-891.9111808487783
(nominal),rear,-0.13165829145728644,-891.7936018815565
(nominal),rear,-0.12964824120603013,-891.6064861331691
(nominal),rear,-0.12763819095477386,-891.333693653984
(nominal),rear,-0.12562814070351758,-890.959132613192
(nominal),rear,-0.12361809045226131,-890.4667578672431
(nominal),rear,-0.12160804020100503,-889.8405695364714
(nominal),rear,-0.11959798994974874,-889.0646115897017
(nominal),rear,-0.11758793969849246,-888.1229704366517
(nominal),rear,-0.11557788944723618,-886.9997735279213
(nominal),rear,-0.1135678391959799,-885.6791879623938
(nominal),rear,-0.11155778894472362,-884.1454191018407
(nominal),rear,-0.10954773869346734,-882.3827091925508
(nominal),rear,-0.10753768844221105,-880.3753359937906
(nominal),rear,-0.10552763819095477,-878.1076114129128
(nominal),rear,-0.1035175879396985,-875.5638801469203
(nominal),rear,-0.10150753768844221,-872.7285183303139
(nominal),rear,-0.09949748743718594,-869.585932189026
(nominal),rear,-0.09748743718592964,-866.1205567002736
(nominal),rear,-0.09547738693467336,-862.3168542581392
(nominal),rear,-0.09346733668341708,-858.159313344708
(nominal),rear,-0.0914572864321608,-853.6324472065811
(nominal),rear,-0.08944723618090453,-848.7207925365886
(nominal),rear,-0.08743718592964825,-843.408908160529
(nominal),rear,-0.08542713567839195,-837.6813737287569
(nominal),rear,-0.08341708542713568,-831.5227884124531
(nominal),rear,-0.0814070351758794,-824.9177696043963
(nominal),rear,-0.07939698492462312,-817.8509516240763
(nominal),rear,-0.07738693467336684,-810.3069844269669
(nominal),rear,-0.07537688442211055,-802.2705323177997
(nominal),rear,-0.07336683417085427,-793.7262726676661
(nominal),rear,-0.07135678391959799,-784.658894634781
(nominal),rear,-0.06934673366834171,-775.0530978887413
(nominal),rear,-0.06733668341708543,-764.893591338117
(nominal),rear,-0.06532663316582915,-754.1650918612063
(nominal),rear,-0.06331658291457287,-742.852323039794
(nominal),rear,-0.06130653266331659,-730.9400138957477
(nominal),rear,-0.059296482412060286,-718.4128976302909
(nominal),rear,-0.05728643216080401,-705.2557103657922
(nominal),rear,-0.05527638190954773,-691.4531898899069
(nominal),rear,-0.05326633165829145,-676.9900744019119
(nominal),rear,-0.05125628140703517,-661.8511012610745
(nominal),rear,-0.04924623115577889,-646.0210057368961
(nominal),rear,-0.04723618090452261,-629.4845197610688
(nominal),rear,-0.04522613065326633,-612.2263706809913
(nominal),rear,-0.043216080402010054,-594.2312800146825
(nominal),rear,-0.041206030150753775,-575.4839622069363
(nominal),rear,-0.03919597989949747,-555.9691233865618
(nominal),rear,-0.03718592964824119,-535.6714601245513
(nominal),rear,-0.03517587939698491,-514.5756581930168
(nominal),rear,-0.03316582914572863,-492.6663913247457
(nominal),rear,-0.031155778894472352,-469.9283199732134
(nominal),rear,-0.029145728643216073,-446.3460900729003
(nominal),rear,-0.027135678391959794,-421.9043317997573
(nominal),rear,-0.025125628140703515,-396.58765833166467
(nominal),rear,-0.023115577889447236,-370.3806646087298
(nominal),rear,-0.021105527638190957,-343.267926093267
(nominal),rear,-0.01909547738693468,-315.23399752930777
(nominal),rear,-0.01708542713567837,-286.26341170148396
(nominal),rear,-0.015075376884422093,-256.3406781931315
(nominal),rear,-0.013065326633165814,-225.45028214345712
(nominal),rear,-0.011055276381909535,-193.57668300361692
(nominal),rear,-0.009045226130653256,-160.70431329155002
(nominal),rear,-0.0070351758793969765,-126.81757734541273
(nominal),rear,-0.0050251256281406975,-91.90085007545875
(nominal),rear,-0.0030150753768844185,-55.93847571421054
(nominal),rear,-0.0010050251256281395,-18.914766564766257
(nominal),rear,0.0010050251256281395,18.914766564766257
(nominal),rear,0.0030150753768844185,55.93847571421054
(nominal),rear,0.005025125628140725,91.90085007545923
(nominal),rear,0.007035175879397004,126.81757734541323
(nominal),rear,0.009045226130653283,160.70431329155045
(nominal),rear,0.011055276381909562,193.57668300361735
(nominal),rear,0.013065326633165841,225.45028214345757
(nominal),rear,0.01507537688442212,256.34067819313196
(nominal),rear,0.0170854271356784,286.2634117014843
(nominal),rear,0.01909547738693468,315.23399752930777
(nominal),rear,0.021105527638190957,343.267926093267
(nominal),rear,0.023115577889447236,370.3806646087298
(nominal),rear,0.025125628140703515,396.58765833166467
(nominal),rear,0.027135678391959822,421.90433179975753
(nominal),rear,0.0291457286432161,446.3460900729006
(nominal),rear,0.03115577889447238,469.9283199732137
(nominal),rear,0.03316582914572866,492.666391324746
(nominal),rear,0.03517587939698494,514.575658193017
(nominal),rear,0.03718592964824122,535.6714601245515
(nominal),rear,0.039195979899497496,555.9691233865623
(nominal),rear,0.041206030150753775,575.4839622069363
(nominal),rear,0.043216080402010054,594.2312800146825
(nominal),rear,0.04522613065326633,612.2263706809913
(nominal),rear,0.04723618090452264,629.484519761069
(nominal),rear,0.04924623115577892,646.0210057368963
(nominal),rear,0.0512562814070352,661.8511012610749
(nominal),rear,0.05326633165829148,676.9900744019122
(nominal),rear,0.055276381909547756,691.4531898899073
(nominal),rear,0.057286432160804035,705.2557103657924
(nominal),rear,0.059296482412060314,718.4128976302909
(nominal),rear,0.06130653266331659,730.9400138957477
(nominal),rear,0.06331658291457287,742.852323039794
(nominal),rear,0.06532663316582915,754.1650918612063
(nominal),rear,0.06733668341708543,764.893591338117
(nominal),rear,0.06934673366834171,775.0530978887413
(nominal),rear,0.07135678391959799,784.658894634781
(nominal),rear,0.07336683417085427,793.7262726676661
(nominal),rear,0.07537688442211055,802.2705323177997
(nominal),rear,0.07738693467336683,810.3069844269668
(nominal),rear,0.07939698492462316,817.8509516240765
(nominal),rear,0.08140703517587944,824.9177696043965
(nominal),rear,0.08341708542713572,831.5227884124531
(nominal),rear,0.085427135678392,837.681373728757
(nominal),rear,0.08743718592964828,843.4089081605292
(nominal),rear,0.08944723618090455,848.7207925365888
(nominal),rear,0.09145728643216083,853.632447206581
(nominal),rear,0.09346733668341711,858.1593133447078
(nominal),rear,0.09547738693467339,862.3168542581393
(nominal),rear,0.09748743718592967,866.1205567002739
(nominal),rear,0.09949748743718595,869.585932189026
(nominal),rear,0.10150753768844223,872.7285183303139
(nominal),rear,0.10351758793969851,875.5638801469203
(nominal),rear,0.10552763819095479,878.1076114129128
(nominal),rear,0.10753768844221107,880.3753359937908
(nominal),rear,0.10954773869346734,882.3827091925508
(nominal),rear,0.11155778894472362,884.1454191018407
(nominal),rear,0.1135678391959799,885.6791879623938
(nominal),rear,0.11557788944723618,886.9997735279213
(nominal),rear,0.11758793969849246,888.1229704366517
(nominal),rear,0.11959798994974874,889.0646115897017
(nominal),rear,0.12160804020100507,889.8405695364714
(nominal),rear,0.12361809045226135,890.4667578672434
(nominal),rear,0.12562814070351763,890.959132613192
(nominal),rear,0.1276381909547739,891.3336936539843
(nominal),rear,0.1296482412060302,891.6064861331693
(nominal),rear,0.13165829145728647,891.7936018815565
(nominal),rear,0.13366834170854275,891.9111808487784
(nominal),rear,0.13567839195979903,891.9754125432362
(nominal),rear,0.1376884422110553,891.9832386694987
(nominal),rear,0.13969849246231159,891.9832386694987
(nominal),rear,0.14170854271356786,891.9832386694987
(nominal),rear,0.14371859296482414,891.9832386694987
(nominal),rear,0.14572864321608042,891.9832386694987
(nominal),rear,0.1477386934673367,891.9832386694987
(nominal),rear,0.14974874371859298,891.9832386694987
(nominal),rear,0.15175879396984926,891.9832386694987
(nominal),rear,0.15376884422110554,891.9832386694987
(nominal),rear,0.15577889447236182,891.9832386694987
(nominal),rear,0.1577889447236181,891.9832386694987
(nominal),rear,0.15979899497487438,891.9832386694987
(nominal),rear,0.16180904522613065,891.9832386694987
(nominal),rear,0.16381909547738693,891.9832386694987
(nominal),rear,0.16582914572864327,891.9832386694987
(nominal),rear,0.16783919597989955,891.9832386694987
(nominal),rear,0.16984924623115583,891.9832386694987
(nominal),rear,0.1718592964824121,891.9832386694987
(nominal),rear,0.17386934673366838,891.9832386694987
(nominal),rear,0.17587939698492466,891.9832386694987
(nominal),rear,0.17788944723618094,891.9832386694987
(nominal),rear,0.17989949748743722,891.9832386694987
(nominal),rear,0.1819095477386935,891.9832386694987
(nominal),rear,0.18391959798994978,891.9832386694987
(nominal),rear,0.18592964824120606,891.9832386694987
(nominal),rear,0.18793969849246234,891.9832386694987
(nominal),rear,0.18994974874371862,891.9832386694987
(nominal),rear,0.1919597989949749,891.9832386694987
(nominal),rear,0.19396984924623117,891.9832386694987
(nominal),rear,0.19597989949748745,891.9832386694987
(nominal),rear,0.19798994974874373,891.9832386694987
(nominal),rear,0.2,891.9832386694987
ours_mu_0.7,rear,-0.2,-1276.8089275081536
ours_mu_0.7,rear,-0.19798994974874373,-1276.7923618659672
ours_mu_0.7,rear,-0.19597989949748745,-1276.715588222933
ours_mu_0.7,rear,-0.19396984924623117,-1276.5752141044645
ours_mu_0.7,rear,-0.1919597989949749,-1276.3676848194862
ours_mu_0.7,rear,-0.18994974874371862,-1276.0892768561869
ours_mu_0.7,rear,-0.1879396984924623,-1275.7360911418568
ours_mu_0.7,rear,-0.18592964824120603,-1275.304046182057
ours_mu_0.7,rear,-0.18391959798994975,-1274.7888710972998
ours_mu_0.7,rear,-0.18190954773869347,-1274.1860985786684
ours_mu_0.7,rear,-0.1798994974874372,-1273.491057787368
ours_mu_0.7,rear,-0.17788944723618091,-1272.6988672271398
ours_mu_0.7,rear,-0.17587939698492464,-1271.804427622764
ours_mu_0.7,rear,-0.17386934673366836,-1270.8024148425618
ours_mu_0.7,rear,-0.17185929648241208,-1269.6872729079003
ours_mu_0.7,rear,-0.1698492462311558,-1268.4532071382048
ours_mu_0.7,rear,-0.1678391959798995,-1267.094177485904
ours_mu_0.7,rear,-0.1658291457286432,-1265.6038921220868
ours_mu_0.7,rear,-0.16381909547738693,-1263.975801340407
ours_mu_0.7,rear,-0.16180904522613065,-1262.203091853957
ours_mu_0.7,rear,-0.15979899497487438,-1260.2786815673815
ours_mu_0.7,rear,-0.1577889447236181,-1258.1952149144245
ours_mu_0.7,rear,-0.15577889447236182,-1255.9450588593254
ours_mu_0.7,rear,-0.15376884422110554,-1253.5202996689547
ours_mu_0.7,rear,-0.15175879396984926,-1250.912740571236
ours_mu_0.7,rear,-0.14974874371859298,-1248.1139004241213
ours_mu_0.7,rear,-0.1477386934673367,-1245.1150135280898
ours_mu_0.7,rear,-0.14572864321608042,-1241.907030723647
ours_mu_0.7,rear,-0.14371859296482414,-1238.4806219234795
ours_mu_0.7,rear,-0.14170854271356784,-1234.8261802365464
ours_mu_0.7,rear,-0.13969849246231156,-1230.9338278482776
ours_mu_0.7,rear,-0.13768844221105528,-1226.793423826895
ours_mu_0.7,rear,-0.135678391959799,-1222.3945740304478
ours_mu_0.7,rear,-0.13366834170854272,-1217.726643292094
ours_mu_0.7,rear,-0.13165829145728644,-1212.7787700621423
ours_mu_0.7,rear,-0.12964824120603013,-1207.539883684027
ours_mu_0.7,rear,-0.12763819095477386,-1201.9987244772838
ours_mu_0.7,rear,-0.12562814070351758,-1196.1438667933605
ours_mu_0.7,rear,-0.12361809045226131,-1189.9637451992578
ours_mu_0.7,rear,-0.12160804020100503,-1183.4466839291442
ours_mu_0.7,rear,-0.11959798994974874,-1176.580929724794
ours_mu_0.7,rear,-0.11758793969849246,-1169.3546881615573
ours_mu_0.7,rear,-0.11557788944723618,-1161.756163527221
ours_mu_0.7,rear,-0.1135678391959799,-1153.7736022862784
ours_mu_0.7,rear,-0.11155778894472362,-1145.3953401215485
ours_mu_0.7,rear,-0.10954773869346734,-1136.6098524986683
ours_mu_0.7,rear,-0.10753768844221105,-1127.4058086467621
ours_mu_0.7,rear,-0.10552763819095477,-1117.7721287907023
ours_mu_0.7,rear,-0.1035175879396985,-1107.698044407205
ours_mu_0.7,rear,-0.10150753768844221,-1097.173161209106
ours_mu_0.7,rear,-0.09949748743718594,-1086.1875244903101
ours_mu_0.7,rear,-0.09748743718592964,-1074.7316863891792
ours_mu_0.7,rear,-0.09547738693467336,-1062.7967745517528
ours_mu_0.7,rear,-0.09346733668341708,-1050.3745615998066
ours_mu_0.7,rear,-0.0914572864321608,-1037.457534734104
ours_mu_0.7,rear,-0.08944723618090453,-1024.0389647323352
ours_mu_0.7,rear,-0.08743718592964825,-1010.1129735364467
ours_mu_0.7,rear,-0.08542713567839195,-995.6745995676971
ours_mu_0.7,rear,-0.08341708542713568,-980.7198598623587
ours_mu_0.7,rear,-0.0814070351758794,-965.2458080890318
ours_mu_0.7,rear,-0.07939698492462312,-949.2505874924952
ours_mu_0.7,rear,-0.07738693467336684,-932.7334778111475
ours_mu_0.7,rear,-0.07537688442211055,-915.6949352374284
ours_mu_0.7,rear,-0.07336683417085427,-898.1366245347227
ours_mu_0.7,rear,-0.07135678391959799,-880.0614424912857
ours_mu_0.7,rear,-0.06934673366834171,-861.4735319821577
ours_mu_0.7,rear,-0.06733668341708543,-842.3782860236952
ours_mu_0.7,rear,-0.06532663316582915,-822.7823413412833
ours_mu_0.7,rear,-0.06331658291457287,-802.6935611272353
ours_mu_0.7,rear,-0.06130653266331659,-782.1210068402866
ours_mu_0.7,rear,-0.059296482412060286,-761.0748990870701
ours_mu_0.7,rear,-0.05728643216080401,-739.5665678254462
ours_mu_0.7,rear,-0.05527638190954773,-717.6083923348219
ours_mu_0.7,rear,-0.05326633165829145,-695.2137316044453
ours_mu_0.7,rear,-0.05125628140703517,-672.3968459915575
ours_mu_0.7,rear,-0.04924623115577889,-649.1728111915694
ours_mu_0.7,rear,-0.04723618090452261,-625.5574257365473
ours_mu_0.7,rear,-0.04522613065326633,-601.5671133908885
ours_mu_0.7,rear,-0.043216080402010054,-577.2188219394252
ours_mu_0.7,rear,-0.041206030150753775,-552.5299199591151
ours_mu_0.7,rear,-0.03919597989949747,-527.5180932277491
ours_mu_0.7,rear,-0.03718592964824119,-502.20124244942036
ours_mu_0.7,rear,-0.03517587939698491,-476.59738396557555
ours_mu_0.7,rear,-0.03316582914572863,-450.7245550722583
ours_mu_0.7,rear,-0.031155778894472352,-424.6007254794912
ours_mu_0.7,rear,-0.029145728643216073,-398.24371632971105
ours_mu_0.7,rear,-0.027135678391959794,-371.67112804163577
ours_mu_0.7,rear,-0.025125628140703515,-344.90027806766886
ours_mu_0.7,rear,-0.023115577889447236,-317.9481494513448
ours_mu_0.7,rear,-0.021105527638190957,-290.83135085127384
ours_mu_0.7,rear,-0.01909547738693468,-263.566088464798
ours_mu_0.7,rear,-0.01708542713567837,-236.16815004348047
ours_mu_0.7,rear,-0.015075376884422093,-208.65290094899112
ours_mu_0.7,rear,-0.013065326633165814,-181.03529195712255
ours_mu_0.7,rear,-0.011055276381909535,-153.32987828453608
ours_mu_0.7,rear,-0.009045226130653256,-125.55084909193455
ours_mu_0.7,rear,-0.0070351758793969765,-97.7120665128605
ours_mu_0.7,rear,-0.0050251256281406975,-69.82711307285125
ours_mu_0.7,rear,-0.0030150753768844185,-41.909346202411506
ours_mu_0.7,rear,-0.0010050251256281395,-13.971958411808865
ours_mu_0.7,rear,0.0010050251256281395,13.971958411808865
ours_mu_0.7,rear,0.0030150753768844185,41.909346202411506
ours_mu_0.7,rear,0.005025125628140725,69.82711307285165
ours_mu_0.7,rear,0.007035175879397004,97.71206651286089
ours_mu_0.7,rear,0.009045226130653283,125.55084909193496
ours_mu_0.7,rear,0.011055276381909562,153.32987828453645
ours_mu_0.7,rear,0.013065326633165841,181.03529195712298
ours_mu_0.7,rear,0.01507537688442212,208.6529009489915
ours_mu_0.7,rear,0.0170854271356784,236.16815004348075
ours_mu_0.7,rear,0.01909547738693468,263.566088464798
ours_mu_0.7,rear,0.021105527638190957,290.83135085127384
ours_mu_0.7,rear,0.023115577889447236,317.9481494513448
ours_mu_0.7,rear,0.025125628140703515,344.90027806766886
ours_mu_0.7,rear,0.027135678391959822,371.67112804163617
ours_mu_0.7,rear,0.0291457286432161,398.24371632971145
ours_mu_0.7,rear,0.03115577889447238,424.6007254794915
ours_mu_0.7,rear,0.03316582914572866,450.72455507225845
ours_mu_0.7,rear,0.03517587939698494,476.5973839655759
